受付番号,受付日,発行日,依頼者名,部,課,担当者,品番,品名,色,試験基準,製品検査,生地検査,付属,ロット
Q2726005677,2026-04-27,2026-04-29,青&#23707;吉利基&#19994;&#36152;易公司,紳士ナイティー,,紳士ナイティー,126319R ,パジャマ,67製品、ネイビー
パイピング、ネイビー刺繍、ネイビー本体,しまむら,合格,合格,,
61526008614,2026-04-27,2026-04-29,?家港&#21326;夏帽&#19994;有限公司,岡山,,高木,1C616ER ,,14ベージュ、N3グレー、N9ブラック,しまむら,合格,,,
61026008994,2026-04-27,2026-04-29,祥安服装如&#19996;有限公司,岡山,,平松,WH642NR ,永楽屋 紳士7分丈ステテコ,製品,しまむら,,合格,,
Q2726005723,2026-04-27,2026-04-29,青&#23707;朗和国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A563AZR ,エレッセボーダーポロ,67本体、67製品、白衿リブ、白袖リブ、黒×オレンジ×赤刺繍、ネイビー衿リブ、ネイビー袖リブ,しまむら,合格,合格,,
Q2726005725,2026-04-27,2026-04-30,青&#23707;朗和国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A563BZR ,エレッセ配色ポロ,67本体、67製品、白衿リブ、白袖リブ、黒×オレンジ×赤刺繍、ネイビー衿リブ、ネイビー袖リブ,しまむら,合格,合格,,
Q2726005721,2026-04-27,2026-04-28,青&#23707;朗和国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A563BZR ,エレッセボーダーポロ,67、N0,しまむら,合格,,,
Q2726005438,2026-04-27,2026-04-29,青&#23707;承越皮革制品有限公司,ライフグッズ,,ライフグッズ,1T570ER ,ラウンドショルダー,黒太テープ、黒本体
(白刺付き)、黒本体
(黒刺付き)、黒細テープ、グレー テープ、グレー裏地,しまむら,合格,,,
Q2726005795,2026-04-27,2026-04-29,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y5631RA/Y5632RA ,Tシャツ,03身生地、03黒刺、N9白刺、N9身生地、衿白V、衿白リブ,しまむら,合格,,,
Q2726005764,2026-04-27,2026-04-29,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,Z5638UA ,T SHIRT,N8,しまむら,,合格,,
Q2726005598,2026-04-27,2026-04-28,青&#23707;朗和国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A563AZR ,エレッセ配色ポロ,10、67,しまむら,合格,,,
61026009042,2026-04-27,2026-04-29,如皋帝晨服&#39280;有限公司,岡山,,伊藤,2263C0R ,眠眠ラボ天竺仔いぬ柄PT半袖7分丈パンツ(パジャマ),製品,しまむら,,合格,,
61026009060,2026-04-27,2026-04-29,如皋帝晨服&#39280;有限公司,岡山,,伊藤,246228R ,ポケモン天竺長袖長パンツ(パジャマ),N9ブラック本体、N9ブラックリブ、製品,しまむら,合格,合格,,
61026009044,2026-04-27,2026-04-29,祥安服装如&#19996;有限公司,岡山,,平松,K2632AR ,トロイニットラ,A55グリーン本体、B67ネイビー/CN9ブラック/A55グリーンワッペン、B67ネイビー本体、CN9ブラック本体、製品,しまむら,合格,合格,,
61026008977,2026-04-27,2026-04-29,祥安服装如&#19996;有限公司,岡山,,平松,K26292R ,CLハンモックドット,65ブルー、65ブルー本体、ブラックサポーター部分,しまむら,合格,合格,,
Q2726005745,2026-04-27,2026-05-06,青&#23707;朗和国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A4636ZR ,NPUヒヤロンワイドP,N9,しまむら,,合格,,
Q2726005793,2026-04-27,2026-04-29,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y4631RA ,パンツ,N8クロ本体、N8クロ製品、白刺繍,しまむら,合格,合格,,
Q2726005705,2026-04-27,2026-04-29,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,F5632UR ,T SHIRT,55,しまむら,,合格,,
Q2726005792,2026-04-27,2026-04-29,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,6X631AR ,冷感お昼寝ケット,55製品、黒包み部分、グリーン包み部分,しまむら,合格,合格,,
Q2726005743,2026-04-27,2026-05-06,青&#23707;朗和国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A4635ZR ,NPUヒヤロンストレートP,N9製品、黒紐、グレー紐,しまむら,合格,合格,,
Q2726005801,2026-04-27,2026-04-30,青&#23707;&#21326;杉&#36152;易有限公司,ジーンズカジュアル,,ジーンズカジュアル,DM6570R(191119) ,メンズパンツ,N9,しまむら,合格,,,
61026008973,2026-04-27,2026-04-29,祥安服装如&#19996;有限公司,岡山,,平松,K26272R ,,N9ブラック本体、製品、ブラックサポーター部分,しまむら,合格,合格,,
Q2726005734,2026-04-27,2026-05-06,青&#23707;朗和国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A4635ZR/A4636ZR ,NPUヒヤロンストレートP、NPUヒヤロンワイドP,14グレージュ、14ベージュ、N9ブラック,しまむら,合格,,,
Q2726005731,2026-04-27,2026-04-29,青&#23707;朗和国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A5639ZR ,エレッセメッシュ半袖T,65、N0、N9,しまむら,合格,,,
Q2726005665,2026-04-24,2026-04-28,山&#19996;省&#28493;坊市&#36827;出口有限公司,婦人ナイティー,,婦人ナイティー,30633LR/30632LR ,生地,63、67,しまむら,合格,,,
Q2726005673,2026-04-24,2026-04-28,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,66644AR ,パジャマ,N7製品、白シックテープ、黒本体、黒リブ,しまむら,合格,合格,,
Q2726005699,2026-04-24,2026-04-24,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,F5633UR ,生地,55,しまむら,合格,,,
Q2726005625,2026-04-24,2026-04-28,山&#19996;省&#28493;坊市&#36827;出口有限公司,婦人ナイティー,,婦人ナイティー,416348R ,パジャマ,67製品、白シックテープ、レッド
パイピング,しまむら,合格,合格,,
61026008825,2026-04-24,2026-04-28,如皋帝晨服&#39280;有限公司,岡山,,伊藤,226360R ,パジャマ,N3グレー、グレー用刺繍,しまむら,合格,合格,,
61026008817,2026-04-24,2026-04-28,如皋帝晨服&#39280;有限公司,岡山,,伊藤,226390R ,パジャマ,N3グレー,しまむら,,合格,,
61026008815,2026-04-24,2026-04-28,如皋帝晨服&#39280;有限公司,岡山,,伊藤,226370R ,パジャマ,67ネイビー、N3グレー,しまむら,,合格,,
Q2726005651,2026-04-24,2026-04-28,青&#23707;依美&#26102;尚国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y6630ZA ,フルZIPラッシュガード,N9ブラック本体、N9ブラック製品,しまむら,合格,合格,,
Q2726005653,2026-04-24,2026-04-29,青&#23707;依美&#26102;尚国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y6631MA ,フルZIPラッシュガード,N9B本体、N9B製品,しまむら,合格,合格,,
61026008798,2026-04-24,2026-04-28,如皋帝晨服&#39280;有限公司,岡山,,伊藤,226380R ,パジャマ,67ネイビー、N3グレー,しまむら,,合格,,
61026008812,2026-04-24,2026-04-28,如皋帝晨服&#39280;有限公司,岡山,,伊藤,2263B0R ,パジャマ,N3グレー,しまむら,,合格,,
Q2726005649,2026-04-24,2026-04-28,青&#23707;依美&#26102;尚国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y6630EA ,フルZIPラッシュガード,N9ブラック本体、N9ブラック製品,しまむら,合格,合格,,
Q2726005437,2026-04-23,2026-04-27,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1T622ER/1T623ER ,バックパック、ウエストバッグ,黒
(刺繍含む)、黒
10mmテープ、黒20mmテープ、黒25mmテープ、黒29mmテープ、黒×オフ
(刺繍含む)、黒綾テープ、黒織物薄、黒ゴム、黒スピンドル、黒テープ薄、黒メッシュ厚、黒メッシュ薄,しまむら,合格,,,
Q2726005607,2026-04-23,2026-04-27,青&#23707;吉利基&#19994;&#36152;易公司,紳士ナイティー,,紳士ナイティー,12632RR ,パジャマ,N3本体、N3製品、白シックテープ、ネイビー
刺繍、ネイビー
パイピング,しまむら,合格,合格,,
61026008777,2026-04-23,2026-04-28,嘉?市?仁&#38024;&#32455;有限公司,大阪,,唐木,5K62FFQ ,婦人ショート丈刺繍1P,35イエロー、35イエロー刺繍、35イエロー本体、83パープル、83パープル刺繍、83パープル本体、N0ホワイト、N0ホワイト刺繍、N0ホワイト本体、N3グレー、N3グレー刺繍、N3グレー本体、N8クロ、N8クロ刺繍、N8クロ本体、N9ブラック、N9ブラック刺繍、N9ブラック本体,しまむら,合格,合格,,
Q2726005614,2026-04-23,2026-04-27,大?程?国&#38469;&#36152;易有限公司（帛来）,婦人ナイティー,,婦人ナイティー,40636LA ,パジャマ,63製品、67本体、67製品、白シックテープ、サックス紐,しまむら,合格,合格,,
61026008723,2026-04-23,2026-04-28,嘉?市?仁&#38024;&#32455;有限公司,岡山,,唐木,5K626FQ ,紳士ショート丈刺繍1P,35イエローA、35イエローA刺繍、35イエローA本体、65ブルーD、65ブルーD刺繍、65ブルーD本体、83パープルE、83パープルE刺繍、83パープルE本体、N0ホワイトF、N0ホワイトF刺繍、N0ホワイトF本体、N8クロC、N8クロC刺繍、N8クロC本体、N9ブラックB、N9ブラックB刺繍、N9ブラックB本体,しまむら,合格,合格,,
Q2726005574,2026-04-23,2026-04-24,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y5651WC ,T SHIRT,14本体、14リブ、67本体、67リブ、N7本体、N7リブ,しまむら,合格,,,
61026008641,2026-04-23,2026-04-28,江&#33487;?城富恆服&#39280;有限公司,,,,C6631ZR ,ポロシャツ,67ネイビー柄、製品、ネイビー刺繍、ネイビー無地、ネイビーポロ衿、ホワイト刺繍,しまむら,合格,合格,,
Q2726005596,2026-04-23,2026-04-28,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y6630RA ,Tシャツ,N9本体、N9製品、白刺繍,しまむら,合格,合格,,
61526008465,2026-04-23,2026-04-27,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E5630MR ,,N8クロ本体、N8クロリブ、製品,しまむら,合格,合格,,
Q2726005612,2026-04-23,2026-04-27,大?程?国&#38469;&#36152;易有限公司（帛来）,婦人ナイティー,,婦人ナイティー,40637LA ,パジャマ,03本体、03製品、63製品、白シックテープ、グレー綾テープ、サックス綾テープ,しまむら,合格,合格,,
61026008773,2026-04-23,2026-04-28,嘉?市?仁&#38024;&#32455;有限公司,大阪,,唐木,5K625FQ ,紳士アンクル丈刺繍1P,A N9ブラックししゅう、A N9ブラック本体、B N7チャコールししゅう、B N7チャコール本体、C 54エメGししゅう、C 54エメG本体、D 52ターコししゅう、D 52ターコ本体、E 83パープルししゅう、E 83パープル本体、F NOホワイトししゅう、F NOホワイト本体、製品A N9ブラック、製品B N7チャコール、製品C 54エメG、製品D 52ターコ、製品E 83パープル、製品F NOホワイト,しまむら,合格,合格,,
61026008741,2026-04-23,2026-04-27,祥安服装如&#19996;有限公司,岡山,,平松,BW632ER ,MLB2pボクサー,N9ブラック本体、製品N8クロ×ブラウンゴム、製品N9ブラック×ネイビーゴム、製品N9ブラック×ブラックゴム、製品N9ブラック×ブルーゴム、ネイビーゴム、ブラックゴム、ブラウンゴム、ブルーゴム,しまむら,合格,合格,,
Q2726005639,2026-04-23,2026-04-27,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,Z5635UA/Z5636UA/Z5637UA/Z5638UA ,生地,N8本体、N8リブ,しまむら,合格,,,
61026008769,2026-04-23,2026-04-27,祥安服装如&#19996;有限公司,岡山,,平松,TP612SQ ,Reebok 血行促進 紳士 長袖丸首インナー1P,N9ブラック後衿テープ、N9ブラック本体、製品,しまむら,合格,合格,,
Q2726005655,2026-04-23,2026-04-27,青&#23707;吉利基&#19994;&#36152;易公司,紳士ナイティー,,紳士ナイティー,12632PR ,パジャマ,67本体、67製品、ネイビー
刺繍、ネイビー
パイピング,しまむら,合格,合格,,
61026008765,2026-04-23,2026-04-27,祥安服装如&#19996;有限公司,岡山,,平松,BW6C2ER ,,製品、ネイビーゴム、ブラック本体、ブラックゴム、ブラウンゴム、ブルーゴム,しまむら,合格,合格,,
61026008758,2026-04-23,2026-04-27,祥安服装如&#19996;有限公司,岡山,,平松,KP613SQ ,Reebok 血行促進 紳士ロングスパッツ,N9ブラック、N9ブラック本体、グレーテープ、ブラックゴム,しまむら,合格,合格,,
Q2726005620,2026-04-23,2026-04-27,山&#19996;省&#28493;坊市&#36827;出口有限公司,婦人ナイティー,,婦人ナイティー,左記 ,パジャマ,67
366418R、67
366428R,しまむら,合格,,,
61026008625,2026-04-22,2026-04-24,祥安服装如&#19996;有限公司,岡山,,平松,BW6D3CR ,2PウラメンハニカムBB,N7チャコール、N7チャコール本体、N9ブラック、N9ブラック本体、ブルーゴム、レッドゴム,しまむら,合格,合格,,
61026008629,2026-04-22,2026-04-24,祥安服装如&#19996;有限公司,岡山,,平松,B2622FQ ,ジョジョの奇妙な冒険1部・2部 紳士ボクサー1P,65ブルー、N9ブラック、シルバーゴム,しまむら,,合格,,
61026008669,2026-04-22,2026-04-24,祥安服装如&#19996;有限公司,岡山,,平松,B2623FQ ,ジョジョの奇妙な冒険3部 紳士ボクサー1P,15ブラウン、83パープル、シルバーゴム,しまむら,合格,合格,,
61026008655,2026-04-22,2026-04-24,祥安服装如&#19996;有限公司,岡山,,平松,BW6D4CR ,2PウラメンハニカムBB,N9ブラック、製品N8クロ、製品N9ブラック、カーキゴム、グレーゴム,しまむら,合格,合格,,
Q2726005428,2026-04-22,2026-04-24,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y4630RA ,パンツ,N9本体、N9製品、白×黒ウエスト部分、白刺繍、白シックテープ,しまむら,合格,合格,,
Q2726005580,2026-04-22,2026-04-24,青&#23707;天一泰和国&#38469;&#36152;易有限公司(天森豪?票)普票EXL,レディ－スカジュアル,,レディ-スカジュアル,Y5630XR ,半袖Tシャツ,N9ブラック本体、N9ブラック製品、N9ブラックリブ,しまむら,合格,合格,,
Q2726005582,2026-04-22,2026-04-24,青&#23707;天一泰和国&#38469;&#36152;易有限公司(天森豪?票)普票EXL,レディ－スカジュアル,,レディ-スカジュアル,Y5631XR ,半袖Tシャツ,N7本体、N7製品、緑刺繍、チャコールリブ,しまむら,合格,合格,,
Q2726005576,2026-04-22,2026-04-27,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,Z5631TR ,紳士シャツ,N9A製品、白刺繍、紫刺繍、イエロー刺繍、グレー刺繍,しまむら,合格,合格,,
Q2726005584,2026-04-22,2026-04-24,青&#23707;&#21326;杉&#36152;易有限公司,ジーンズカジュアル,,ジーンズカジュアル,DM6381R ,メンズパンツ,N9本体、N9製品,しまむら,合格,合格,,
61526008389,2026-04-22,2026-04-24,西尾株式会社,,,,E8631BZ  ,ブルーイ なりきり巻きタオル,63サックス、製品,しまむら,合格,合格,,
Q2726005605,2026-04-22,2026-04-24,山&#19996;省&#28493;坊市&#36827;出口有限公司,婦人ナイティー,,婦人ナイティー,366408R ,パジャマ,03ピンク製品、白シックテープ、ピンクテープ,しまむら,合格,合格,,
Q2726005586,2026-04-22,2026-04-24,大?万林&#36827;出口有限公司（大?佳林）（大?裕森）服装有限公司,メンズカジュアル,,メンズカジュアル,261173X(TF5128K/TF8257) ,KING LOショーツ,N8製品、OW製品、カーキ×コン紐,しまむら,合格,合格,,
